INSTITUTE NAME,EIIN,INSTITUTE_TYPE,DIVISION_ID,DIVISION,DISTRICT_ID,DISTRICT,THANA_ID,THANA,UNION_ID,UNION_NAME,MAUZA_ID,MAUZA_NAME,AREA_STATUS,GEOGRPYCAL_STATUS,ADDRESS,POST,MANAGEMENT_TYPE,MOBILE,STUDENT_TYPE,EDUCATION_LEVEL,AFFILIATION,MPO_STATUS
ALHAZ DALIL UDDIN DAKHIL MADRASHA,100635,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061010,BANARIPARA,10061010503,JAMBU DIP, RURAL,RIVER SIDE/CHAR,DANDWAT,DANDAYAT,NON-GOVERNMENT,1712591643,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
AUAR ISLAMIA DAKHIL MADRASAH,100639,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073038,AUAR, RURAL,PLAIN LAND,AUAR,AUAR,NON-GOVERNMENT,1725253851,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
AWAR GIRLS SECONDARY SCHOOL,100630,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073038,AUAR, RURAL,PLAIN LAND,AWAR,AWAR,NON-GOVERNMENT,1726628246,GIRLS,Secondary ,RECOGNIZE,YES
AZIZUL HAQUE SECONDARY SCHOOL,100627,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061002,WARD NO-02,10061002182,BANARI PARA BAZAR, RURAL,HAOUR/BIL,BISHARKANDI,BISARKANDI,NON-GOVERNMENT,1716251446,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
B.B.S.G. SECONDARY SCHOOL ,100633,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042439,GHATA PARA, RURAL,PLAIN LAND,GHATAPARA,KHOLISA KOTA,NON-GOVERNMENT,1741155744,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BAISARI SECONDARY GIRLS SCHOOL,100629,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061021,BAISARI,10061021064,BAISARI, RURAL,PLAIN LAND,BAISARI,BAISARI,NON-GOVERNMENT,1712880182,GIRLS,Secondary ,RECOGNIZE,YES
BAISARI SECONDARY SCHOOL,100612,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061021,BAISARI,10061021064,BAISARI, RURAL,PLAIN LAND,BAISARI,BAISARI,NON-GOVERNMENT,1725099050,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BALDIA   MALUHER SECONDARY SCHOOL,100617,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061052,ILUHAR,10061052710,MALUHAR, RURAL,PLAIN LAND,MALUHER,MULHAR,NON-GOVERNMENT,1740611499,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BANARIPARA  UNION INSTITUTION (PILOT),100606,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061005,WARD NO-05,10061005624,OFFICE PARA,UPZILA SADAR MUNICIPALITY,PLAIN LAND,SADAR ROAD,BANARIPARA,NON-GOVERNMENT,1744389402,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BANARIPARA DEGREE COLLEGE,100657,College,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061009,WARD NO-09,10061009210,COLLEGE PARA,UPZILA SADAR MUNICIPALITY,PLAIN LAND,BANARIPARA,BANARIPARA,NON-GOVERNMENT,1716495024,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
BANARIPARA MAHMUDIA ISLAMIA ALIM MADRASAH,100641,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061002,WARD NO-02,10061002182,BANARI PARA BAZAR,UPZILA SADAR MUNICIPALITY,PLAIN LAND,BANARI PARA,BANARI PARA,NON-GOVERNMENT,1718136553,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
BANARIPARA SECONDARY GIRL'S SCHOOL,100609,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061010,BANARIPARA,10061010659,MACHHRANG,UPZILA SADAR MUNICIPALITY,PLAIN LAND,BANARIPARA,BANARIPARA,NON-GOVERNMENT,1714650205,GIRLS,Secondary ,RECOGNIZE,YES
BEGUM RAJIA ISLAM TECHNICAL SECONDARY SCHOOL,134761,Technical and Vocational,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073400,DIDIHAR, RURAL,RIVER SIDE/CHAR,DIDIHAR,UTTAR KUL,NON-GOVERNMENT,1715605634,CO-EDUCATION JOINT,POLYTECHNIC INSTITUTE,RECOGNIZE,
BISHARKANDI SHER E BANGLA DEGREE COLLEGE,100656,College,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061031,BISARKANDI,10061031982,UMARERPAR, RURAL,HAOUR/BIL,MORICH BUNIA,BISHARKANDI,NON-GOVERNMENT,1712221184,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
BRAHMAN BARI MALIKANDA JR. SECONDARY SCHOOL,100632,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073155,BRAHMANBARI, RURAL,HAOUR/BIL,BRAHMAN BARI,AWOAR,NON-GOVERNMENT,1761287683,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHAKHAR DARBAR MANZIL SYEDIA ALIM MADRASAH,100646,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042258,CHAKHAR, RURAL,PLAIN LAND,CHAKHAR,CHAKHAR,NON-GOVERNMENT,1714730027,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
CHAKHAR FAZLUL HAQ INSTITUTION,100607,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042258,CHAKHAR, RURAL,PLAIN LAND,CHAKHAR,CHAKHAR,NON-GOVERNMENT,1717006766,BOYS,Secondary ,RECOGNIZE,YES
CHAULAKATI J.A. ROB SECONDARY SCHOOL,100619,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042516,JANGALIA, RURAL,PLAIN LAND,BORO CHAULAKATI,CHAKHAR,NON-GOVERNMENT,1729361971,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHAWLAKATHI ISLAMIA FAZIL MADRASHA,100638,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042129,BARA BHAUTSAR, RURAL,PLAIN LAND,BORO VOITSOR,CHAKHAR,NON-GOVERNMENT,1711952830,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
CHOWARIPARA HASINA MURSHED GIRL'S HIGH SCHOOL,100604,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061063,SALIA BAKPUR,10061063284,CHAUARI PARA, RURAL,PLAIN LAND,CHOWARIPARA,SALIA BAKPUR,NON-GOVERNMENT,1729594188,GIRLS,Secondary ,RECOGNIZE,YES
CHOWMOHANA ADARSHA SECONDARY SCHOOL,100626,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061031,BISARKANDI,10061031723,MARICHBUNIA, RURAL,HAOUR/BIL,MARICH BONIA,BISHAR KANDI,NON-GOVERNMENT,1712583655,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
DAKSHIN NAZIRPUR HIGH SCHOOL,130601,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061010,BANARIPARA,10061010555,KAJALHAR,UPZILA SADAR MUNICIPALITY,PLAIN LAND,DAKHIN NAZIRRUP,BANARIPARA,NON-GOVERNMENT,1724539444,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
DARIKAR EIDGHA MAHILA ALIM MADRASHAH,100645,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042361,DARIKAR, RURAL,PLAIN LAND,DORIKOR ,CHAKHAR,NON-GOVERNMENT,1989663171,GIRLS,Alim,RECOGNIZE,YES
GAVA HIGH SCHOOL,100611,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061010,BANARIPARA,10061010363,GABA, RURAL,PLAIN LAND,GAVA,GAVA,NON-GOVERNMENT,1715624723,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
GOVT FAZLUL HUQ COLLEGE,100658,College,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042258,CHAKHAR, RURAL,PLAIN LAND,CHAKHAR,CHAKHAR,GOVERNMENT,1716731753,CO-EDUCATION JOINT,Degree (Honors),RECOGNIZE,NOT APPLICABLE
HALIMA KHATUN MOHILA ALIM MADRASAH,100653,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061084,UDAYKATI,10061084646,LABANSARA, RURAL,PLAIN LAND,LOBON SARA,LOBON SARA,NON-GOVERNMENT,1729349807,GIRLS,Alim,RECOGNIZE,YES
ILUHER BEHARI LAL ACADEMY,100614,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061052,ILUHAR,10061052478,ILUHAR, RURAL,PLAIN LAND,ILUHER,ILUHAR,NON-GOVERNMENT,1733101782,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
JABEDPUR SECONDARY SCHOOL,100631,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061010,BANARIPARA,10061010555,KAJALHAR, RURAL,PLAIN LAND,BRAMMON KATI,JABEDPUR,NON-GOVERNMENT,1716253337,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
KACHUA NESARIA FAZIL MADRASAH,100642,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061021,BAISARI,10061021529,KACHUAT, RURAL,PLAIN LAND,KACHUA,BAISARI,NON-GOVERNMENT,01726622850/01865827243,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
KHALISHAKOTA HIGH SCHOOL,100613,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061063,SALIA BAKPUR,10061063891,SALIA BAKPUR, RURAL,PLAIN LAND,KHALISAKOTA,KHALISAKOTA,NON-GOVERNMENT,1715195069,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
KHODABAKSHA DAKHIL MADRASAH,100637,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061063,SALIA BAKPUR,10061063452,GOAILBARI, RURAL,RIVER SIDE/CHAR,GOAILBARI,NARATTAMPUR,NON-GOVERNMENT,1712469849,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
M.A. LATIF BAHUMUKHI ALIM MADRASAH,100652,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061010,BANARIPARA,10061010012,ALTA,UPZILA SADAR MUNICIPALITY,PLAIN LAND,85 BANARIPARA TO CHAKHAR,BANARI PARA,NON-GOVERNMENT,1730917446,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
MALUHAR ISLAMIA  FAZIL MADRASAH,100636,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061052,ILUHAR,10061052710,MALUHAR, RURAL,PLAIN LAND,MALUHAR,MALUHAR,NON-GOVERNMENT,1733234354,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
MALUHER WAZEDIA SECONDARY SCHOOL,100618,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061052,ILUHAR,10061052710,MALUHAR, RURAL,PLAIN LAND,MALUHAR,MALUHAR,NON-GOVERNMENT,1729460585,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
MAMATAJ UDDIN HASINAA BANU TECHNICAL AND BUSINESS MANAGEMENT COLLEGE,133099,Technical and Vocational,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073904,SATBARIA, RURAL,PLAIN LAND,SATBARIA,MOSJIDBARI,NON-GOVERNMENT,1721431354,CO-EDUCATION JOINT,H.S.C(Vocational Independent),RECOGNIZE,
MARICHBUNIA SECONDARY SCHOOL,130598,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061031,BISARKANDI,10061031723,MARICHBUNIA, RURAL,HAOUR/BIL,MARICH BUNIA, BISARKANDI,NON-GOVERNMENT,1719641385,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
MASJID BARI  DARUSSUNNAT ALIM MADRASAH,100650,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073736,MASJIDBARI, RURAL,PLAIN LAND,MASJID BARI,MASJID BARI,NON-GOVERNMENT,1711475455,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
MASJIDBARI SECONDARY SCHOOL AND COLLEGE,100661,School and College,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073904,SATBARIA, RURAL,PLAIN LAND,MASJIDBARI,MASJIDBARI,NON-GOVERNMENT,1717612394,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
MODHO ILUHER GOVT. PRIMARY SCHOOL,137480,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061052,ILUHAR,10061052478,ILUHAR, RURAL,PLAIN LAND,ILUHER,ILUHAR,GOVERNMENT PRIMARY,1721525486,CO-EDUCATION JOINT,Junior Secondary,PERMITTED,NO
NALASREE JALIS MAHMUDIA DHAKIL MADRASHA,100643,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073775,NALASREE, RURAL,RIVER SIDE/CHAR,NALASREE,UTTAR KUL,NON-GOVERNMENT,1724851625,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
NATUARPAR GIRLS DAKHIL MADRASHA,100655,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061021,BAISARI,10061021994,UTTARKUL, RURAL,PLAIN LAND,UTTARKUL,UTTARKUL,NON-GOVERNMENT,1735919468,GIRLS,Dakhil,RECOGNIZE,NO
PURBA MADDHA UMARER PER DAKHIL MADRASHA,100649,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061031,BISARKANDI,10061031982,UMARERPAR, RURAL,PLAIN LAND,UMARER PER,BISHARKANDI,NON-GOVERNMENT,1729994601,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
PURBA MALUHER JASIMUDDIN SECONDARY SCHOOL,100625,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061052,ILUHAR,10061052478,ILUHAR, RURAL,PLAIN LAND,MALUHER,MALUHER,NON-GOVERNMENT,1718571577,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SALIA  BAKPUR F. H. SECONDARY SCHOOL,100615,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061063,SALIA BAKPUR,10061063891,SALIA BAKPUR, RURAL,PLAIN LAND,SALIA BAKPUR,SALIA BAKPUR,NON-GOVERNMENT,1716409314,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SATBARIA KARAMATIA GIRLS  DHAKIL MADRASHA,100648,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073904,SATBARIA, RURAL,PLAIN LAND,SATBARIA,AUAR,NON-GOVERNMENT,1718151504,GIRLS,Dakhil,RECOGNIZE,YES
SAYEDKATI  UNION ISLAMIA COLLEGE,100660,College,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073736,MASJIDBARI, RURAL,PLAIN LAND,MASJIDBARI,MASJIDBARI,NON-GOVERNMENT,1716416498,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,NO
SAYEDKATI SESDP MODEL HIGH SCHOOL,136860,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073852,SAIDKATI, RURAL,PLAIN LAND,SAYEDKATI,AWAR,NON-GOVERNMENT,1713959335,CO-EDUCATION JOINT,Secondary ,PERMITTED,NO
SHEER-E - BANGLA JUNIOR HIGH SCHOOL,100603,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042129,BARA BHAUTSAR, RURAL,PLAIN LAND,BARO BAITHSAR,CHAKHAR,NON-GOVERNMENT,1714599355,CO-EDUCATION JOINT,Junior Secondary,RECOGNIZE,NO
SHONAHER A.H DAKHIL MADRASAH,100647,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042930,SONAR, RURAL,PLAIN LAND,SHONAHAR,KHALISHA KOTA,NON-GOVERNMENT,1726866211,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
SYED BAZLUL HAQ SECONDARY SCHOOL,100628,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061063,SALIA BAKPUR,10061063387,DHARALIA, RURAL,PLAIN LAND,DHARALIA,NAROTTAMPUR,NON-GOVERNMENT,1712878630,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SYED BAZLUL HAQUE COLLEGE,100659,College,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061021,BAISARI,10061021064,BAISARI, RURAL,PLAIN LAND,BAISARI,BAISARI,NON-GOVERNMENT,1755589925,CO-EDUCATION JOINT,Masters ,RECOGNIZE,YES
SYEDKATHI UNION INSTITUTION SECONDARY SCHOOL,100622,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073038,AUAR, RURAL,PLAIN LAND,AWAR,AWAR,NON-GOVERNMENT,1716106139,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SYEDKATI UNION JR GIRLS SCHOOL,100605,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061073,SAIDKATI,10061073736,MASJIDBARI, RURAL,RIVER SIDE/CHAR,MOSJID BARI,MOSJID BARI,NON-GOVERNMENT,1718045890,GIRLS,Junior Secondary,RECOGNIZE,NO
TETLA P.G.S. SECONDARY SCHOOL,100620,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061084,UDAYKATI,10061084956,TETLA, RURAL,PLAIN LAND,TETLA,TETLA,NON-GOVERNMENT,1712599911,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
U.B.C. SECONDARY SCHOOL,100616,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061031,BISARKANDI,10061031982,UMARERPAR, RURAL,PLAIN LAND,UMERER PAR,BISARKANDI,NON-GOVERNMENT,1724590078,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
UNION PRAGATI SECONDARY SCHOOL,100624,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061084,UDAYKATI,10061084969,UDAYKATI, RURAL,PLAIN LAND,UDAYKATI,MALUHAR,NON-GOVERNMENT,1732537815,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
UNION PROGATI MAHILA DAKHIL MADRASHA,100654,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061052,ILUHAR,10061052710,MALUHAR, RURAL,PLAIN LAND,MALUHAR,MALUHAR,NON-GOVERNMENT,1724764142,GIRLS,Dakhil,RECOGNIZE,NO
UTTAR MARICHBUNIA BISARKANDI NA. DAKHIL MADRASHA,100644,Madrasha,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061031,BISARKANDI,10061031723,MARICHBUNIA, RURAL,PLAIN LAND, MARICHBUNIA,BISHARKANDI,NON-GOVERNMENT,1721367884,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
UTTARKUL SECONDARY SCHOOL,100623,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061021,BAISARI,10061021994,UTTARKUL, RURAL,PLAIN LAND,UTTARKUL,UTTARKUL,NON-GOVERNMENT,1718450158,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
W.S.M. JUNIOR SECONDARY GIRLS SCHOOL,100602,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042930,SONAR, RURAL,PLAIN LAND,SHONAHAR,KHALISAKOTA,NON-GOVERNMENT,1716780593,GIRLS,Secondary ,RECOGNIZE,YES
WAZED MEMORIAL GIRLS HIGH SCHOOL CHAKHAR,100608,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061042,CHAKHAR,10061042258,CHAKHAR, RURAL,PLAIN LAND,COLLEGE ROAD,CHAKHAR,NON-GOVERNMENT,1716151623,GIRLS,Secondary ,RECOGNIZE,YES
WEST ILUHER HIGH SCHOOL,100610,School,10,BARISAL,1006,BARISAL,100610,BANARI PARA,10061052,ILUHAR,10061052478,ILUHAR, RURAL,PLAIN LAND,ILUHER,MALUHAR,NON-GOVERNMENT,1714551416,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
 GAUSIA ABEDIA SUNNIA ALIM MADRASHA,100690,Madrasha,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063201,WARD NO-01,10063201887,SUNDARDI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,1136,TORKI BANDAR,NON-GOVERNMENT,1718175645,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
AL HELAL ISLAMIA DAKHIL MADRASA,100698,Madrasha,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063206,WARD NO-06,10063206950,UTTAR BIJOYPUR,UPZILA SADAR MUNICIPALITY,PLAIN LAND,5143,GOURNADI,NON-GOVERNMENT,1716911396,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
BAKAI NIRANJAN SECONDARY SCHOOL,100682,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063255,KHANJAPUR,10063255068,BAKAI ICHHAKURI, RURAL,PLAIN LAND,BAKAI,BAKAI,NON-GOVERNMENT,1796999859,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BARTHE TARA SECONDARY SCHOOL,100667,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063223,BARTHI,10063223122,BARTHI, RURAL,PLAIN LAND,BARTHI,BARTHI,NON-GOVERNMENT,1715848331,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BARTHI DEGREE COLLEGE,100705,College,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063223,BARTHI,10063223122,BARTHI, RURAL,PLAIN LAND,BARTHI,BARTHI,NON-GOVERNMENT,1848323750,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
BATAJORE AK INTITUTION,100672,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063231,BATAJORE,10063231137,BATAJORE, RURAL,PLAIN LAND,BATAJORE,BATAJORE,NON-GOVERNMENT,1744389402,C0-EDUCATION SEPARATE,Secondary ,RECOGNIZE,YES
BATAJORE RABAYA FAZLA KARIM WOMEN'S COLLEGE,134217,College,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063231,BATAJORE,10063231416,HARHAR, RURAL,PLAIN LAND,"HARHAR, 6NO. BATAJORE",BATAJORE,NON-GOVERNMENT,1799220616,GIRLS,Higher Secondary ,RECOGNIZE,NO
BEGUM AKHTERUNESSA SECONDARY SCHOOL,100685,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063208,WARD NO-08,10063208382,GERAKUL,OTHER MUNICIPALITY AREA,PLAIN LAND,6833,KASEMABAD,NON-GOVERNMENT,1715576296,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BOURGATI HIGH SCHOOL,100683,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063223,BARTHI,10063223661,PASCHIM BAURGATI, RURAL,PLAIN LAND,PASCHIM BOURGATI,KATAKSTHAL,NON-GOVERNMENT,1792215247,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHANDRAHER K.R. SHIKKHAYATAN,100670,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063231,BATAJORE,10063231200,CHANDRAHAR, RURAL,PLAIN LAND,CHANDRAHER,CHANDRAHER,NON-GOVERNMENT,1714445969,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHANDSHI  ISWAR CHANDRA HIGH SCHOOL,100668,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063238,CHANDSHI,10063238955,UTTAR CHANDSHI, RURAL,PLAIN LAND,CHANDSHI,CHANDSHI,NON-GOVERNMENT,1738137515,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
DAKHIN DIASUR SYEDIA DAKHIL MADRASA,100689,Madrasha,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063208,WARD NO-08,10063208352,DIASUR,OTHER MUNICIPALITY AREA,PLAIN LAND,"7099,DIASUR",GOURNADI,NON-GOVERNMENT,1721139706,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
DAKHIN NATAI MOHILA DAKHIL MADRASA,100699,Madrasha,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063238,CHANDSHI,10063238642,NATHAI, RURAL,PLAIN LAND,DAKHIN NATAI,NATHAI,NON-GOVERNMENT,1718704356,GIRLS,Dakhil,RECOGNIZE,NO
DHANDOBA SECONDARY SCHOOL,100680,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063223,BARTHI,10063223284,DAKSHIN DHANDOBA, RURAL,PLAIN LAND,DHANDOBA,DHANDOBA,NON-GOVERNMENT,1719638209,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
GARANGAL DAKHIL MADRASA,100697,Madrasha,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063271,NALCHIRA,10063271759,PURBA GARANGAL, RURAL,PLAIN LAND,PURBA GARANGAL,PINGALAKATHI,NON-GOVERNMENT,1724214578,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
GOURNADI AL AMIN TECHINCAL AND BUSINESS MANAGEMENT COLLEGE,132994,Technical and Vocational,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063206,WARD NO-06,10063206950,UTTAR BIJOYPUR,UPZILA SADAR MUNICIPALITY,PLAIN LAND,GOURNADI,GORINODI,NON-GOVERNMENT,1918511568,CO-EDUCATION JOINT,H.S.C (B.M Independent),RECOGNIZE,
GOURNADI GIRLS SCHOOL AND COLLEGE,100707,School and College,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063205,WARD NO-05,10063205215,CHAR GADHATOLI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,CHAR GADHATOLI,GOURNADI,NON-GOVERNMENT,1912165615,GIRLS,Higher Secondary ,RECOGNIZE,YES
GOURNADI HIGH SCHOOL,100666,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063206,WARD NO-06,10063206950,UTTAR BIJOYPUR,UPZILA SADAR MUNICIPALITY,PLAIN LAND,5225,GOURNADI,NON-GOVERNMENT,1717310835,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
GOVT.GOURNADI COLLEGE,100703,College,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063206,WARD NO-06,10063206847,SAORA,UPZILA SADAR MUNICIPALITY,PLAIN LAND,GOURNADI,GOURNADI,GOVERNMENT,1765288422,CO-EDUCATION JOINT,Degree (Honors),RECOGNIZE,NOT APPLICABLE
HOSHNABAD HIGH SCHOOL,100677,School,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063294,SARIKAL,10063294426,HOSNABAD, RURAL,PLAIN LAND,HOSHNABAD,NIZAMUDDIN COLLEGE,NON-GOVERNMENT,1923855538,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
HOSNABAD ALIM MADRASHA,100695,Madrasha,10,BARISAL,1006,BARISAL,100632,GAURNADI,10063294,SARIKAL,10063294426,HOSNABAD, RURAL,PLAIN LAND,HOSNABAD,NIJAMUDDIN COLLEGE,NON-GOVERNMENT,1716850628,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
